Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_5000,N_N_3,STANDARD,10,10720395,5.000,11578
200_5000,N_N_3,SMART,1,11681030,5.000,11730
200_5000,N_N_3,SMART,2,10305602,5.000,12403
200_5000,N_N_3,SMART,3,10319303,5.000,12464
200_5000,N_N_3,SMART,4,9767749,5.000,11795
200_5000,N_N_3,SMART,5,10092186,5.000,11890
200_5000,N_N_3,SMART,6,9443720,5.000,11850
200_5000,N_N_3,SMART,7,10982482,5.000,12131
200_5000,N_N_3,SMART,8,9690769,5.000,12108
200_5000,N_N_3,SMART,9,10000456,5.000,11545
200_5000,N_N_3,SMART,10,9575373,5.000,12083
200_5000,N_N_4,STANDARD,1,4300399,5.001,11498
200_5000,N_N_4,STANDARD,2,4907961,5.000,11487
200_5000,N_N_4,STANDARD,3,3655013,5.000,12426
200_5000,N_N_4,STANDARD,4,4875806,5.000,11064
200_5000,N_N_4,STANDARD,5,4539922,5.000,12411
200_5000,N_N_4,STANDARD,6,4062032,5.000,12349
200_5000,N_N_4,STANDARD,7,4457176,5.000,10905
200_5000,N_N_4,STANDARD,8,4637602,5.000,11776
200_5000,N_N_4,STANDARD,9,4323468,5.000,11412
200_5000,N_N_4,STANDARD,10,3692623,5.000,11747
200_5000,N_N_4,SMART,1,4704556,5.000,11502
200_5000,N_N_4,SMART,2,4175296,5.000,11661
200_5000,N_N_4,SMART,3,4767553,5.000,11364
200_5000,N_N_4,SMART,4,4401876,5.001,12024
200_5000,N_N_4,SMART,5,4204953,5.001,11319
200_5000,N_N_4,SMART,6,4243163,5.000,11265
200_5000,N_N_4,SMART,7,4102985,5.000,11017
200_5000,N_N_4,SMART,8,4283448,5.000,10879
200_5000,N_N_4,SMART,9,4579066,5.000,10832
200_5000,N_N_4,SMART,10,4590173,5.000,11056
200_5000,N_N_5,STANDARD,1,4140527,5.000,11286
200_5000,N_N_5,STANDARD,2,3916239,5.000,11119
200_5000,N_N_5,STANDARD,3,3867506,5.000,10742
